1972 SIMMONS - TV STUDY - 6043 RESPONDENTS                              
 SOURCE: S72TV
 POINTER FILE: 72YPT.DAT 
 DATA FILE: INV72N.DAT
      7618 BITS PER RESPONDENT.
        12 BITS/WEIGHT
      4382 STARTING WEIGHT RECORD
 #RESP .NE. #MEN+#WOMEN.   OK?      15366 RESPONDENTS
      2677 MEN
         1 START BIT(MEN)
      3366 WOMEN
      7206 START BIT(WOMEN)
        32 CARDS/RESPONDENT
 
 COLS    YX0123456789 LOCATION
 23*30 S 011111111111    4322
 23*31 S 011111111111    4326
 23*32 S 001111111111    4330
 23*33 S 000111111111    4334
 23*34 S 011111111111    4338
 23*35 S 011111111111    4342
 23*36 S 011111111111    4346
 23*37 S 001111111111    4350
 23*38 S 011111111111    4354
 23*39 S 011111111111    4358
 23*40 S 001111111111    4362
 23*41 S 011111111111    4366
 23*56 S 001111111111    4370
 23*57 M 001110110111    4374
 01* 1 M 111111111111    4382  **INACCESSIBLE**
 25* 1 M 101111111111    4394
 28* 1 M 101111111111    4405
 25* 2 M 111111111111    4416
 28* 2 M 111111111111    4428
 25* 3 M 011111111111    4440
 28* 3 M 011111111111    4451
 25* 4 M 111111111111    4462
 28* 4 M 111111111111    4474
 25* 5 M 111011111111    4486
 28* 5 M 111011111111    4497
 25* 6 M 011111111111    4508
 28* 6 M 011111111111    4519
 25* 7 M 111111111111    4530
 25* 8 M 111111111111    4542
 28* 7 M 111111111111    4554
 28* 8 M 111111111111    4566
 25* 9 M 011111111111    4578
 28* 9 M 011111111111    4589
 25*10 M 111111111111    4600
 25*11 M 111111111111    4612
 25*12 M 111111111111    4624
 28*10 M 111111111111    4636
 28*11 M 111111111111    4648
 28*12 M 111111111111    4660
 25*13 M 110111111111    4672
 28*13 M 110111111111    4683
 25*14 M 111111110111    4694
 28*14 M 111111110111    4705
 25*15 M 011111111111    4716
 28*15 M 011111111111    4727
 25*16 M 111111111111    4738
 28*16 M 111111111111    4750
 25*17 M 000111000000    4762
 28*17 M 000111000000    4765
 25*18 M 001000000111    4768
 28*18 M 001000000111    4772
 25*19 M 111111111111    4776
 25*20 M 111111111111    4788
 28*19 M 111111111111    4800
 28*20 M 111111111111    4812
 25*21 M 000111111110    4824
 28*21 M 000111111110    4832
 25*22 M 111111111111    4840
 28*22 M 111111111111    4852
 25*23 M 111011111111    4864
 28*23 M 111011111111    4875
 25*24 M 111111111111    4886
 25*25 M 111111111111    4898
 25*26 M 111111111111    4910
 28*24 M 111111111111    4922
 28*25 M 111111111111    4934
 28*26 M 111111111111    4946
 25*27 M 000111111111    4958
 28*27 M 000111111111    4967
 25*28 M 111111111111    4976
 28*28 M 111111111111    4988
 25*29 M 000111110000    5000
 28*29 M 000111110000    5005
 25*30 M 111111111111    5010
 25*31 M 111111111111    5022
 25*32 M 111111111111    5034
 28*30 M 111111111111    5046
 28*31 M 111111111111    5058
 28*32 M 111111111111    5070
 25*33 M 000111111111    5082
 28*33 M 000111111111    5091
 25*34 M 111111111111    5100
 25*35 M 111111111111    5112
 28*34 M 111111111111    5124
 28*35 M 111111111111    5136
 25*36 M 011111111111    5148
 28*36 M 011111111111    5159
 25*37 M 111111110111    5170
 28*37 M 111111110111    5181
 25*38 M 111001100111    5192
 28*38 M 111001100111    5200
 25*39 M 111111111111    5208
 28*39 M 111111111111    5220
 25*40 M 000001111110    5232
 28*40 M 000001111110    5238
 25*43 M 111000000111    5244
 28*43 M 111000000111    5250
 25*44 M 000111100111    5256
 28*44 M 000111100111    5263
 25*45 M 011111111111    5270
 28*45 M 011111111111    5281
 25*46 M 000111111000    5292
 28*46 M 000111111000    5298
 25*47 M 111111111111    5304
 25*48 M 111111111111    5316
 28*47 M 111111111111    5328
 28*48 M 111111111111    5340
 31* 1 M 000110110110    5352
 31* 2 S 000111110000    5358
 31* 3 S 000111110000    5361
 31* 4 S 000111110000    5364
 31* 5 S 000111110000    5367
 31* 6 S 001110000000    5370
 31* 7 S 001111111111    5372
 31* 8 S 001111110000    5376
 31* 9 S 001111111111    5379
 31*10 S 001110000000    5383
 31*11 S 001111111111    5385
 31*12 S 001111111000    5389
 31*13 S 001111111111    5392
 31*14 S 001111100000    5396
 31*15 S 001111111111    5399
 31*16 S 001110000000    5403
 31*17 S 001111111111    5405
 31*18 S 001110000000    5409
 31*19 S 001111111111    5411
 31*20 S 001110000000    5415
 31*21 S 001111111111    5417
 31*22 S 001100000000    5421
 31*23 S 001111111111    5423
 31*24 S 001111111111    5427
 31*25 S 001100000000    5431
 31*26 S 001111111111    5433
 31*27 S 001111111111    5437
 31*28 S 001111111100    5441
 31*29 S 001111111111    5445
 31*30 S 001111100000    5449
 31*31 S 001111111111    5452
 31*32 S 001111100000    5456
 31*33 S 001111111111    5459
 31*34 S 001100000000    5463
 31*35 S 001111111111    5465
 31*36 S 001111111111    5469
 31*37 S 001110000000    5473
 31*38 S 001111111111    5475
 31*39 S 001111000000    5479
 31*40 S 001111111111    5482
 31*41 S 001111100000    5486
 31*42 S 001111111111    5489
 31*43 S 001111110000    5493
 31*44 S 001111111111    5496
 31*45 S 001100000000    5500
 31*46 S 001111111111    5502
 31*47 S 001111100000    5506
 31*48 S 001111111111    5509
 31*49 S 001111100000    5513
 31*50 S 001111111111    5516
 31*51 S 001111000000    5520
 31*52 S 001111111111    5523
 31*53 S 001110000000    5527
 31*54 S 001111111111    5529
 31*55 S 001100000000    5533
 31*56 S 001111111111    5535
 31*57 S 001111111111    5539
 31*58 S 001111110000    5543
 31*59 S 001111111111    5546
 31*60 S 001111111111    5550
 31*61 S 001111111111    5554
 31*62 S 001111110000    5558
 31*63 S 001111111111    5561
 31*64 S 001111100000    5565
 31*65 S 001111111111    5568
 31*66 S 001111111111    5572
 31*67 S 001100000000    5576
 31*68 S 001111111111    5578
 31*69 S 001100000000    5582
 31*70 S 001111111111    5584
 31*71 S 001100000000    5588
 31*72 S 001111111111    5590
 31*73 S 001100000000    5594
 31*74 S 001111111111    5596
 31*75 S 001100000000    5600
 31*76 S 001111111111    5602
 31*77 S 001100000000    5606
 31*78 S 001111111111    5608
 31*79 S 001100000000    5612
 31*80 S 001111111111    5614
 32* 1 S 001100000000    5618
 32* 2 S 001111111111    5620
 32* 3 S 001100000000    5624
 32* 4 S 001111111111    5626
 32* 5 S 001100000000    5630
 32* 6 S 001111111111    5632
 32* 7 S 001100000000    5636
 32* 8 S 001111111111    5638
 32* 9 S 001100000000    5642
 32*10 S 001111111111    5644
 32*11 S 001100000000    5648
 32*12 S 001111111111    5650
 32*13 S 001100000000    5654
 32*14 S 001111111111    5656
 32*15 S 001100000000    5660
 32*16 S 001111111111    5662
 32*17 S 001100000000    5666
 32*18 S 001111111111    5668
 32*19 S 001100000000    5672
 32*20 S 001111111111    5674
 32*21 S 001100000000    5678
 32*22 S 001111111111    5680
 32*23 S 001100000000    5684
 32*24 S 001111111111    5686
 32*25 S 001100000000    5690
 32*26 S 001111111111    5692
 32*27 S 001100000000    5696
 32*28 S 001111111111    5698
 32*29 S 001100000000    5702
 32*30 S 001111111111    5704
 32*31 S 001100000000    5708
 32*32 S 001111111111    5710
 32*33 S 001100000000    5714
 32*34 S 001111111111    5716
 32*35 S 001100000000    5720
 32*36 S 001111111111    5722
 32*37 S 001100000000    5726
 32*38 S 001111111111    5728
 32*39 S 001100000000    5732
 32*40 S 001111111111    5734
 32*41 S 001100000000    5738
 32*42 S 001111111111    5740
 32*43 S 001100000000    5744
 32*44 S 001111111111    5746
 32*45 S 001100000000    5750
 32*46 S 001111111111    5752
 32*47 S 001100000000    5756
 32*48 S 001111111111    5758
 32*49 S 001100000000    5762
 32*50 S 001111111111    5764
 32*51 S 001100000000    5768
 32*52 S 001111111111    5770
 01*55 M 111111111100    5774
 01*56 M 111111111100    5784
 23*58 S 000111110000    5794  **INACCESSIBLE**
 23*59 S 000111110000    5797  **INACCESSIBLE**
 23*60 S 000111000000    5800  **INACCESSIBLE**
 32*53 S 000111110000    5802
 32*54 S 000111110000    5805
 32*55 S 000111000000    5808
 23*61 M 000111111110    5810
 23*62 M 000111111110    5818
 32*56 S 000111110000    5826
 16*27 M 111111111111    5829
 16*28 M 111111111111    5841
 16*31 S 110111110000    5853
 16*35 S 110111110000    5856
 16*38 S 110111110000    5859
 16*40 S 100111110000    5862
 16*42 S 111111111111    5865
 16*43 S 111111111111    5869
 16*44 S 100111111100    5873
 16*45 S 111111111111    5877
 16*46 S 111111111111    5881
 16*47 S 111111111111    5885
 16*48 S 111111111111    5889
 16*49 S 100111111100    5893
 16*50 S 100111111100    5897
 16*51 S 111111111111    5901
 16*52 S 110111110000    5905
 16*53 S 110111110000    5908
 16*54 M 111111111111    5911
 16*55 M 110111111110    5923
 16*56 S 110111110000    5933
 16*60 S 110111110000    5936
 16*63 S 100111111100    5939
 16*64 S 100111111100    5943
 16*65 S 100111111100    5947
 16*66 S 100111111100    5951
 16*67 S 101111111111    5955
 16*68 S 100111111100    5959
 16*69 S 101111111111    5963
 16*70 S 101111111111    5967
 16*71 S 101111111111    5971
 16*75 S 110111110000    5975
 16*76 M 111111111111    5978
 16*77 M 110111111111    5990
 17* 2 S 101111110000    6001
 17* 3 S 101111110000    6004
 17* 4 S 101111110000    6007
 17* 5 S 101111110000    6010
 17* 6 S 101111110000    6013
 17* 7 S 101111110000    6016
 17* 8 S 101111110000    6019
 17* 9 S 101111110000    6022
 17*10 S 101111110000    6025
 17*11 S 110111110000    6028
 17*12 S 110111110000    6031
 17*14 S 110111110000    6034
 17*15 S 110111110000    6037
 17*17 S 110111110000    6040
 01*57 M 001000000001    6043
 01*59 M 111111111111    6045
 01*60 M 111111111111    6057
 01*61 M 111111111111    6069
 01*62 M 111111111111    6081
 01*63 M 111111111111    6093
 01*64 M 111111111111    6105
 01*65 M 111111111111    6117
 01*66 M 111111111111    6129
 01*67 M 111111111111    6141
 01*68 M 111111111111    6153
 01*69 M 111111111111    6165
 06*75 S 001111100000    6177
 06*76 S 001111111111    6180
 06*77 S 001111111111    6184
 06*78 S 001111111111    6188
 06*79 S 000111111001    6192
 06*80 S 111111111111    6195
 07* 1 S 000111110000    6199
 07* 2 S 011111111111    6202
 07* 3 S 011111111111    6206
 07* 4 M 000110110000    6210
 07* 5 S 001111111111    6214
 07* 6 S 001111111111    6218
 07* 7 S 001111111111    6222
 07* 8 S 000111111001    6226
 07* 9 S 111111111111    6229
 07*10 S 000111110000    6233
 07*11 S 011111111111    6236
 07*12 S 011111111111    6240
 07*13 M 000110110000    6244
 07*14 S 001111111111    6248
 07*15 S 001111111111    6252
 07*16 S 001111111111    6256
 07*17 S 000111111001    6260
 07*18 S 111111111111    6263
 07*19 S 000111110000    6267
 07*20 S 011111111111    6270
 07*21 S 011111111111    6274
 07*22 M 000110110000    6278
 07*23 S 001111111111    6282
 07*24 S 001111111111    6286
 07*25 S 001111111111    6290
 07*26 S 000111111001    6294
 07*27 S 111111111111    6297
 07*28 S 000111110000    6301
 07*29 S 011111111111    6304
 07*30 S 011111111111    6308
 07*31 M 000110110000    6312
 07*32 S 000111111000    6316
 07*33 S 000111111000    6319
 07*34 S 001111111111    6322
 07*35 S 000111000000    6326
 07*36 S 000111000000    6328
 07*37 S 001111111111    6330
 07*38 S 001111111111    6334
 07*39 S 001111111111    6338
 07*40 S 001111111111    6342
 07*41 S 001111111111    6346
 07*42 S 001111111111    6350
 07*43 S 001111111111    6354
 07*44 S 001111111111    6358
 07*45 S 001111111111    6362
 07*46 S 010111111111    6366
 07*47 S 000111111111    6370
 07*48 S 000111111111    6374
 07*49 S 000111111111    6378
 07*50 S 000111111111    6382
 07*51 S 000111111111    6386
 07*52 S 000111111111    6390
 07*53 S 000111111111    6394
 07*54 M 111111111111    6398
 07*55 M 100111111100    6410
 07*56 M 111111111111    6418
 07*57 M 100111111100    6430
 07*58 M 011111011011    6438
 07*59 S 000110000000    6447
 07*60 S 000111110000    6449
 07*61 S 001111111111    6452
 07*62 S 001111111111    6456
 07*63 S 001111111111    6460
 07*64 M 000110110000    6464
 07*65 M 000110110000    6468
 07*66 S 000110000000    6472
 07*67 S 000110000000    6474
 07*68 S 000110000000    6476
 07*69 M 111111111111    6478
 07*70 M 110111111110    6490
 07*71 M 000110000000    6500
 07*72 S 011111111111    6502
 07*73 S 001111110000    6506
 07*74 S 110111000000    6509
 07*75 M 101111111111    6512
 07*76 S 001111110000    6523
 07*77 M 111111111111    6526
 07*78 M 110111110000    6538
 07*79 S 000110000000    6545
 07*80 S 000111111000    6547
 08* 1 S 110111111110    6550
 08* 3 S 000110000000    6554
 08* 4 S 111111111111    6556
 08* 6 S 000110000000    6560
 08* 7 M 100111111100    6562
 08* 8 M 111111111111    6570
 08* 9 M 110111100000    6582
 08*10 M 111111111111    6588
 08*11 M 110111100000    6600
 08*12 M 110111111110    6606
 08*13 M 111111111111    6616
 08*14 M 110111111110    6628
 08*15 M 111111111111    6638
 08*16 S 000111111111    6650
 08*17 S 000111111111    6654
 08*18 S 000111111111    6658
 08*19 S 000111111111    6662
 08*20 S 000111111111    6666
 08*21 S 000111111111    6670
 08*22 M 111111111111    6674
 08*23 M 111111111111    6686
 08*24 M 111111111111    6698
 08*25 M 011111111111    6710
 08*26 M 000111111111    6721
 08*27 M 000111111110    6730
 08*34 M 000111111111    6738
 08*35 M 111111111111    6747
 08*36 M 111111111111    6759
 08*37 M 111111111111    6771
 08*38 M 000111111111    6783
 08*39 M 111111111111    6792
 08*40 M 111111111111    6804
 08*41 M 111111111111    6816
 08*42 M 000111111111    6828
 08*43 M 011111111111    6837
 08*44 M 011111111111    6848
 08*45 M 011111111111    6859
 08*46 M 011111111111    6870
 08*47 M 000111110000    6881
 08*48 M 000111110000    6886
 08*49 M 111111111111    6891
 08*50 M 000111111111    6903
 08*51 M 111111111111    6912
 08*52 M 000111111100    6924
 08*53 S 000111111111    6931
 08*54 M 000111111110    6935
 08*55 M 111111111111    6943
 08*56 M 110111100000    6955
 08*57 M 000111111110    6961
 08*58 M 001111111111    6969
 08*59 M 011111111111    6979
 08*60 M 001111110101    6990
 08*61 M 011101110110    6998
 08*62 M 101111101111    7006
 11*59 M 111111111111    7016
 11*60 M 110111100000    7028
 21* 9 M 110111111100    7034
 21*10 S 110111111100    7043
 21*11 S 110111111100    7047
 21*12 S 110111111100    7051
 21*13 S 110111111100    7055
 21*14 S 110110000000    7059
 21*15 S 100100000000    7062
 21*16 S 000110000000    7064
 21*17 S 011111111111    7066
 21*18 S 000110000000    7070
 21*19 S 110111111100    7072
 21*20 M 000110110000    7076
 21*21 M 111111111111    7080
 21*22 M 110111111000    7092
 21*23 S 001111111000    7100
 21*24 S 001111111000    7103
 21*25 S 001111111000    7106
 21*26 S 001111111000    7109
 21*27 S 001111111000    7112
 21*28 S 001111111000    7115
 21*29 S 001111111000    7118
 21*30 S 001111111000    7121
 21*31 S 001111111000    7124
 21*32 S 001111111000    7127
 21*33 S 001111111000    7130
 21*34 S 001111111000    7133
 21*35 S 001111111000    7136
 21*36 S 001111111000    7139
 21*37 S 001111111000    7142
 21*38 S 001111111000    7145
 21*39 S 001111111000    7148
 21*40 S 001111111000    7151
 21*41 S 110110111111    7154
 21*42 S 110111111010    7158
 21*43 S 111111111111    7162
 21*44 S 111111111111    7166
 21*45 S 111111111111    7170
 21*46 S 110111111100    7174
 21*47 S 110111100000    7178
 21*48 S 111111111111    7181
 21*49 S 110111110000    7185
 21*50 S 111111111111    7188
 21*51 S 111111111111    7192
 21*52 S 111111111111    7196
 21*53 S 110111111111    7200
 21*54 S 111111111111    7204
 21*55 S 111111111111    7208
 21*56 S 111111111111    7212
 21*57 S 111111111111    7216
 21*58 S 110000000000    7220
 21*59 S 111111111111    7222
 21*60 S 111111111111    7226
 21*61 S 000100000000    7230
 21*62 S 111111111111    7231
 21*63 S 111111111111    7235
 21*64 S 111111111111    7239
 21*65 S 110100000000    7243
 21*66 S 111111111111    7245
 21*67 S 110000000000    7249
 21*68 S 111111111111    7251
 21*69 S 111111111111    7255
 21*70 S 110000000000    7259
 21*71 S 110111111110    7261
 21*72 S 111111111111    7265
 21*73 S 110111111000    7269
 21*74 M 111111111111    7273
 21*75 M 110110000000    7285
 21*76 S 001111111000    7289
 21*77 S 001111111000    7292
 21*78 S 001111111000    7295
 21*79 S 001111111000    7298
 21*80 S 001111111000    7301
 22* 1 S 001111111000    7304
 22* 2 S 001111111000    7307
 22* 3 S 001111111000    7310
 22* 4 S 001111111000    7313
 22* 5 S 001111111000    7316
 22* 6 S 001111111000    7319
 22* 7 S 001111111000    7322
 22* 8 S 001111111000    7325
 22* 9 S 001111111000    7328
 22*10 S 111111111111    7331
 22*11 S 110111100000    7335
 22*12 S 111111111111    7338
 22*13 S 110111100000    7342
 22*14 S 111111111111    7345
 22*15 S 110111100000    7349
 22*16 S 110111111100    7352
 22*17 S 111111111111    7356
 22*18 S 110111111000    7360
 22*19 S 110111111110    7364
 22*20 S 110111000000    7368
 22*21 S 111111111111    7371
 22*22 S 110000000000    7375
 22*23 S 110111111111    7377
 22*24 S 110111111110    7381
 22*25 S 111111111111    7385
 22*26 S 111111111111    7389
 22*27 S 110111111100    7393
 22*28 S 111111111111    7397
 22*29 S 111111111111    7401
 22*30 S 111111111111    7405
 22*31 S 110111111111    7409
 22*32 S 000111111000    7413
 22*33 S 000111111000    7416
 22*34 M 000110110000    7419
 22*35 M 110111100000    7423
 22*36 S 000111000000    7429
 22*37 S 000111000000    7431
 22*38 S 000111000000    7433
 22*39 S 000111000000    7435
 22*40 S 000111111110    7437
 22*41 S 000111111110    7441
 22*42 S 000111111110    7445
 22*43 S 000111111110    7449
 22*44 S 000111111000    7453
 22*45 S 000111111000    7456
 22*46 S 000111111000    7459
 22*47 S 000111111000    7462
 22*48 S 111111111111    7465
 22*49 S 110111100000    7469
 22*50 S 110111111000    7472
 22*51 S 110111111110    7476
 22*52 S 110111111000    7480
 22*53 S 001111100000    7484
 22*54 M 110111000000    7487
 22*55 S 000111110000    7492
 22*56 S 000111110000    7495
 22*57 S 000111110000    7498
 22*58 S 000111110000    7501
 22*59 S 000111110000    7504
 22*60 S 000111110000    7507
 22*64 M 110111000000    7510
 22*65 S 110111111100    7515
 22*66 S 110111111100    7519
 22*67 S 111111111111    7523
 22*68 S 111111111111    7527
 22*69 M 000110110000    7531
 22*70 M 000111111100    7535
 22*71 M 100111111100    7542
 22*72 M 110111111110    7550
 22*73 S 000111111000    7560
 22*74 S 000111111000    7563
 22*75 S 000111111000    7566
 22*76 S 000111111000    7569
 22*77 S 000111111000    7572
 22*78 S 000111111000    7575
 22*79 S 000111111000    7578
 22*80 S 000111111000    7581
 23* 1 S 110111111000    7584
 23* 2 S 110111111100    7588
 23* 3 S 111111111111    7592
 23* 4 M 110110000001    7596
 23* 5 S 111111111111    7601
 23* 6 S 110111100000    7605
 23* 7 S 110111111100    7608
 23* 8 S 110111111111    7612
 23* 9 S 001111111000    7616  **INACCESSIBLE**
 
 ENTRY       START    END
 MEN             1      1
 WOMEN           2      2
 P/M             3      3
 LOH             4      4
 1-2PEOPLE       5     11
 3-4PEOPLE      12     18
 3+PEOPLE       19     25
 5+PEOPLE       26     32
 NO-KIDS        33     39
 1+KIDS         40     54
 2+KIDS         55     69
 3+KIDS         70     84
 KIDS<6YR       85     91
 MET            92     98
 MET/CEN        99    105
 MET/SUB       106    112
 NON-MET       113    119
 NORTHEAST     120    126
 CENTRAL       127    133
 SOUTH         134    140
 WEST          141    147
 ACOUNTY       148    154
 BCOUNTY       155    161
 A&BCOUNTY     162    168
 CCOUNTY       169    175
 DCOUNTY       176    182
 C&DCOUNTY     183    189
 OWN-HOME      190    190
 HOME20+       191    199
 HOME30+       193    199
 HHI0-8        200    206
 HHI8-10       207    213
 HHI10-15      214    220
 HHI8+         221    227
 HHI10+        228    234
 HHI15+        235    241
 HHI20+        242    248
 HHI25+        249    255
 IEI0-8        256    262
 IEI8-10       263    269
 IEI10-15      270    276
 IEI8+         277    283
 IEI10+        284    290
 IEI15+        291    297
 IEI20+        298    304
 IEI25+        305    311
 AGE18-24      312    318
 AGE18-34      319    325
 AGE18-49      326    332
 AGE25-34      333    339
 AGE25-49      340    346
 AGE35-49      347    353
 AGE50+        354    360
 AGE65+        361    367
 HS-GRAD       368    374
 COL-ATT       375    381
 COL-GRAD      382    388
 PROF/TECH     389    395
 M/O           396    402
 M/O/P         403    409
 CLER/SLS      410    416
 CRAFT/FORE    417    423
 OTHER-EMP     424    430
 EMPLOYED      431    437
 NOT-EMP       438    444
 SINGLE        445    467
 MARRIED       468    482
 TITLE-P/M     483    489
 TITLE-M/O     490    496
 TOTQ-L        497    503
 TOTQ-LM       504    510
 TOTQ-M        511    517
 TOTQ-HM       518    524
 TOTQ-H        525    531
 PRQ-L         532    538
 PRQ-LM        539    545
 PRQ-M         546    552
 PRQ-HM        553    559
 PRQ-H         560    566
 DAYQ-L        567    573
 DAYQ-LM       574    580
 DAYQ-M        581    587
 DAYQ-HM       588    594
 DAYQ-H        595    601
 FRQ-L         602    608
 FRQ-LM        609    615
 FRQ-M         616    622
 FRQ-HM        623    629
 FRQ-H         630    636
 TITLE-M/O/    637    643
 TV-RESP       644    644
 NEWT-L        645    651
 NEWT-M        652    658
 NEWT-H        659    665
 RADQ-L        666    672
 RADQ-LM       673    679
 RADQ-M        680    686
 RADQ-HM       687    693
 RADQ-H        694    700
 MAGQ-L        701    707
 MAGQ-LM       708    714
 MAGQ-M        715    721
 MAGQ-HM       722    728
 MAGQ-H        729    735
   104 ENTRIES.
 
 SEQ  CDCOL PCH LOCATION/VALUE
    1 01* 9 1      16
    2 01* 9 2      17
    3 01* 9 3      18
    4 01* 9 4      19
    5 01*10 1-2    23
   12 01*10 3-4    23
   19 01*10 3-9    23
   26 01*10 5-9    23
   33 01*12 0-0    31
   40 01*12 1-9    31
   47 +            -3
   48 01*12 X-X    31
   55 01*12 2-9    31
   62 +            -3
   63 01*12 X-X    31
   70 01*12 3-9    31
   77 +            -3
   78 01*12 X-X    31
   85 01*16 1-1    64
   92 01*22 1-6   105
   99 01*22 1-5   105
  106 01*22 6-6   105
  113 01*22 7-7   105
  120 01*23 1-1   108
  127 01*23 2-2   108
  134 01*23 3-3   108
  141 01*23 4-4   108
  148 01*24 1-1   111
  155 01*24 2-2   111
  162 01*24 1-2   111
  169 01*24 3-3   111
  176 01*24 4-4   111
  183 01*24 3-4   111
  190 01*28 1     125
  191 01*28 8     132
  192 +            -3
  193 01*28 9     133
  194 +            -3
  195 01*28 0     124
  196 +            -3
  197 01*28 X     123
  198 +            -3
  199 01*28 Y     122
  200 01*29 1-3   134
  207 01*29 4-4   134
  214 01*29 5-5   134
  221 01*29 4-0   134
  228 01*29 5-0   134
  235 01*29 6-0   134
  242 01*29 7-0   134
  249 01*29 8-0   134
  256 01*30 1-3   138
  263 01*30 4-4   138
  270 01*30 5-5   138
  277 01*30 4-0   138
  284 01*30 5-0   138
  291 01*30 6-0   138
  298 01*30 7-0   138
  305 01*30 8-0   138
  312 01*31 1-3   142
  319 01*31 1-5   142
  326 01*31 1-8   142
  333 01*31 4-5   142
  340 01*31 4-8   142
  347 01*31 6-8   142
  354 01*31 9-Y   142
  361 01*31 Y-Y   142
  368 01*32 7-0   146
  375 01*32 8-0   146
  382 01*32 9-0   146
  389 01*33 1-1   150
  396 01*33 2-2   150
  403 01*33 2-3   150
  410 01*33 4-5   150
  417 01*33 6-6   150
  424 01*33 7-X   150
  431 01*33 1-X   150
  438 01*33 Y-Y   150
  445 01*34 1-1   154
  452 +            -3
  453 01*34 3-3   154
  460 +            -3
  461 01*34 5-6   154
  468 01*34 2-2   154
  475 +            -3
  476 01*34 4-4   154
  483 01*35 1-4   157
  490 01*35 1-1   157
  497 31* 2 1-1  5358
  504 31* 2 2-2  5358
  511 31* 2 3-3  5358
  518 31* 2 4-4  5358
  525 31* 2 5-5  5358
  532 31* 3 1-1  5361
  539 31* 3 2-2  5361
  546 31* 3 3-3  5361
  553 31* 3 4-4  5361
  560 31* 3 5-5  5361
  567 31* 4 1-1  5364
  574 31* 4 2-2  5364
  581 31* 4 3-3  5364
  588 31* 4 4-4  5364
  595 31* 4 5-5  5364
  602 31* 5 1-1  5367
  609 31* 5 2-2  5367
  616 31* 5 3-3  5367
  623 31* 5 4-4  5367
  630 31* 5 5-5  5367
  637 01*35 1-2   157
  644 01*58 3     255
  645 32*55 1-1  5808
  652 32*55 2-2  5808
  659 32*55 3-3  5808
  666 32*53 1-1  5802
  673 32*53 2-2  5802
  680 32*53 3-3  5802
  687 32*53 4-4  5802
  694 32*53 5-5  5802
  701 32*54 1-1  5805
  708 32*54 2-2  5805
  715 32*54 3-3  5805
  722 32*54 4-4  5805
  729 32*54 5-5  5805
 
 VEHICLES
 AH      2
    1  1*59 1    6048
    2  1*59 2    6049
 ARG     2
    1  1*59 3    6050
    2  1*59 4    6051
 BAR     2
    1  1*59 5    6052
    2  1*59 6    6053
 BHG     2
    1  1*59 7    6054
    2  1*59 8    6055
 BW      2
    1  1*59 9    6056
    2  1*59 0    6047
 CC      2
    1  1*59 X    6046
    2  1*59 Y    6045
 COS     2
    1  1*60 1    6060
    2  1*60 2    6061
 DUN     2
    1  1*60 3    6062
    2  1*60 4    6063
 EB      2
    1  1*60 5    6064
    2  1*60 6    6065
 ESQ     2
    1  1*60 7    6066
    2  1*60 8    6067
 FC      2
    1  1*60 9    6068
    2  1*60 0    6059
 FW      2
    1  1*60 X    6058
    2  1*60 Y    6057
 FS      2
    1  1*61 1    6072
    2  1*61 2    6073
 FRB     2
    1  1*61 3    6074
    2  1*61 4    6075
 FOR     2
    1  1*61 5    6076
    2  1*61 6    6077
 GLA     2
    1  1*61 7    6078
    2  1*61 8    6079
 GD      2
    1  1*61 9    6080
    2  1*61 0    6071
 GH      2
    1  1*61 X    6070
    2  1*61 Y    6069
 GA      2
    1  1*62 1    6084
    2  1*62 2    6085
 H&B     2
    1  1*62 3    6086
    2  1*62 4    6087
 HA      2
    1  1*62 5    6088
    2  1*62 6    6089
 HOL     2
    1  1*62 7    6090
    2  1*62 8    6091
 HR      2
    1  1*62 9    6092
    2  1*62 0    6083
 HG      2
    1  1*62 X    6082
    2  1*62 Y    6081
 HB      2
    1  1*63 2    6097
    2  1*63 2    6097
 LHJ     2
    1  1*63 3    6098
    2  1*63 4    6099
 LC      2
    1  1*63 5    6100
    2  1*63 6    6101
 LI      2
    1  1*63 7    6102
    2  1*63 8    6103
 MSL     2
    1  1*63 9    6104
    2  1*63 0    6095
 MC      2
    1  1*63 X    6094
    2  1*63 Y    6093
 MI      2
    1  1*64 1    6108
    2  1*64 2    6109
 MR      2
    1  1*64 3    6110
    2  1*64 4    6111
 MS      2
    1  1*64 5    6112
    2  1*64 6    6113
 MT      2
    1  1*64 7    6114
    2  1*64 8    6115
 NB      2
    1  1*64 9    6116
    2  1*64 0    6107
 NG      2
    1  1*64 X    6106
    2  1*64 Y    6105
 NO      2
    1  1*65 1    6120
    2  1*65 2    6121
 NSW     2
    1  1*65 3    6122
    2  1*65 4    6123
 NY      2
    1  1*65 5    6124
    2  1*65 6    6125
 OL      2
    1  1*65 7    6126
    2  1*65 8    6127
 P       2
    1  1*65 9    6128
    2  1*65 0    6119
 PAR     2
    1  1*65 X    6118
    2  1*65 Y    6117
 PEN     2
    1  1*66 1    6132
    2  1*66 2    6133
 PHO     2
    1  1*66 3    6134
    2  1*66 4    6135
 PLB     2
    1  1*66 5    6136
    2  1*66 6    6137
 PM      2
    1  1*66 7    6138
    2  1*66 8    6139
 PS      2
    1  1*66 9    6140
    2  1*66 0    6131
 PT      2
    1  1*66 X    6130
    2  1*66 Y    6129
 RD      2
    1  1*67 1    6144
    2  1*67 2    6145
 RED     2
    1  1*67 3    6146
    2  1*67 4    6147
