 51  0  0 22  0  0 23124  0 15 14 23  0  0  3  0  0  0  2  0  0  0 13  0  0  3
  0  0  0  0  0  0  5  0  0  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  4  0
  0  0  0  0  0  0  0 17  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0153  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
 12  2  0  8  0  0 14 12 15 10  6  7  0  0  0  7  0  0  0  6  0  0  0  0  0  3
  0  0  0  2  1  0  2  0  0  3  0  0  0  0  0  0  0  0  0  1  2  0  0  0  1  0
  0  0  1  3  0  0  0  8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  5  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  6  0  0 22  0  3  3  0  0  0  0  0  0  0  0  0  0  3
  0  0  0  1  2  0  0  0  0  0  0  0  0  1  0  0  0  0  0  1  0  0  0  0  0  0
  0  0  3  0  0  0  0  0  4  0  0  0  0  9  0  0  0  0  0  0  0  0  1  0  0  0
