 00ADES11  100    1 3376
 00ADI031  100    1 3376
 00AFA]11  100    1 3376
 00AFBV11  100    1 3376
 00AFBV21  100    1 3376
 00AFBV31  100    1 3376
 00AF\D11  100    1 3376
 00AF\D21  100    1 3376
 00AF\D31  100    1 3376
 00AG N11  100    1 3376
 00AGCH11  100    1 3376
 00AGCH21  100    1 3376
 00AGCH31  100    1 3376
 00AGI[31  100    1 3376
 00AGJ031  100    1 3376
 00AGJ531  100    1 3376
 00AGJ731  100    1 3376
 00AGMT11  100    1 3376
 00AGMT21  100    1 3376
 00AGMT31  100    1 3376
 00AGP311  100    1 3376
 00AGP321  100    1 3376
 00AGP331  100    1 3376
 00AGQL11  100    1 3376
 00AGQL31  100    1 3376
 00AHDN21  100    1 3376
 00AHJD31  100    1 3376
 00AHQB31  100    1 3376
 00AI8T11  100    1 3376
 00AI8T31  100    1 3376
 00AI8V11  100    1 3376
 00AI8V21  100    1 3376
 00AI8V31  100    1 3376
 00AIAK11  100    1 3376
 00AIAK21  100    1 3376
 00AIAK31  100    1 3376
 00AIUD21  100    1 3376
 00AIUD31  100    1 3376
 00AIUJ21  100    1 3376
 00AIUJ31  100    1 3376
 00AIUK21  100    1 3376
 00AIUL11  100    1 3376
 00AIUL21  100    1 3376
 00AIUP31  100    1 3376
 00AIWK11  100    1 3376
 00AIWK21  100    1 3376
 00AIWK31  100    1 3376
 00AIXY11  100    1 3376
 00AIXY21  100    1 3376
 00AIXY31  100    1 3376
 00AIYB11  100    1 3376
 00AIYB21  100    1 3376
 00AIYB31  100    1 3376
 00AIZ911  100    1 3376
 00AIZ931  100    1 3376
 00AJ3P31  100    1 3376
 00AJ3]31  100    1 3376
 00AJFM31  100    1 3376
 00AJJ131  100    1 3376
 00AJRU11  100    1 3376
 00AJRU21  100    1 3376
 00AJRU31  100    1 3376
 00AJZG11  100    1 3376
 00AJZG21  100    1 3376
 00AJZG31  100    1 3376
 00AK0531  100    1 3376
 00B 6611  100    1 3376
 00B 6631  100    1 3376
 00B LQ11  100    1 3376
 00B LQ31  100    1 3376
 00B WX11  100    1 3376
 00B WX31  100    1 3376
 00B06211  100    1 3376
 00B06231  100    1 3376
 00B06A11  100    1 3376
 00B06A31  100    1 3376
 00B06C11  100    1 3376
 00B06C21  100    1 3376
 00B06C31  100    1 3376
 00B08F11  100    1 3376
 00B08F31  100    1 3376
 00B11L31  100    1 3376
 00B1RX11  100    1 3376
 00B1RX21  100    1 3376
 00B1RX31  100    1 3376
 00BIWO31  100    1 3376
 00BIWP31  100    1 3376
 00P0B511  100    1 3376
 00R0BP31  100    1 3376
 00R0BX31  100    1 3376
 00R0C631  100    1 3376
 00R0C931  100    1 3376
 00R0CC31  100    1 3376
 00R0\]31  100    1 3376
 00R1RD31  100    1 3376
 00R1T711  100    1 3376
 00R1T731  100    1 3376
 00R4Q]31  100    1 3376
 00R4R031  100    1 3376
 00R4R131  100    1 3376
 00R63G31  100    1 3376
 00R9H131  100    1 3376
 00RA0831  100    1 3376
 00RAFA31  100    1 3376
 00RAQA11  100    1 3376
 00RAU631  100    1 3376
 00RAW531  100    1 3376
 00RA\211  100    1 3376
 00RB0K31  100    1 3376
 00RB1B31  100    1 3376
 00RB6[31  100    1 3376
 00RB6\31  100    1 3376
 00RB6]11  100    1 3376
 00RB6]21  100    1 3376
 00RB6]31  100    1 3376
 00RB7031  100    1 3376
 00RB7521  100    1 3376
 00RB7621  100    1 3376
 00RB7K31  100    1 3376
 00RB7L31  100    1 3376
 00RB7W31  100    1 3376
 00RB7X31  100    1 3376
 00RB7[31  100    1 3376
 00RB7\31  100    1 3376
 00RB8131  100    1 3376
 00RB8231  100    1 3376
 00RB8831  100    1 3376
 00RCCM31  100    1 3376
 00RCF931  100    1 3376
 00RCHB31  100    1 3376
 00RCOP11  100   34 3376
 00RDAA31  100    1 3376
 00RDB931  100    1 3376
 00RG8]31  100    1 3376
 00RG9031  100    1 3376
 00RGOK31  100    1 3376
 00RH8J21  100    1 3376
 00RH8K21  100    1 3376
 00RI 831  100    1 3376
 00RI3T31  100    1 3376
 00RI6]31  100    1 3376
 00RI8O31  100    1 3376
 00RI8Q31  100    1 3376
 00RICB11  100    1 3376
 00RICB31  100    1 3376
 00RIU031  100    1 3376
 00RIWB31  100    1 3376
 00RJ0531  100    1 3376
 00RJ0G31  100    1 3376
 00RJ0I11  100    1 3376
 00RJ0I21  100    1 3376
 00RJ0I31  100    1 3376
